VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39205826.0,5445.0,948025.0,[kJ]
Heat rate - burner,26994239.0,3749.0,948025.0,[kJ]
Heat rate - specimen comb.,12211587.0,1696.0,5555.0,[kJ]
Heat rate - vent.,-18111505.0,-2515.0,218110.0,[kJ]
Heat rate - lining,-1781042.0,-247.0,741.0,[kJ]
Heat rate - specimen,-697116.0,-97.0,343.0,[kJ]
Heat rate - intern. gas,-21950532.0,-3048.0,885774.0,[kJ]
Heat rate - window,-57336.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1428524.0,198.0,1502.0,[kW/m2]
Heat flux - average,551561.0,77.0,507.0,[kW/m2]
,,,,
Mass rate - fuel,581.0,0.0,20.0,[kg]
Mass rate - specimen,643.0,0.0,0.0,[kg]
Mass rate - ventilation in,12436.0,2.0,341.0,[kg]
Mass rate - ventilation ou,50535.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,157.0,1200.0,[deg C]
Temperature - lining,-,-127.0,267.0,[deg C]
Temperature - specimen,-,-73.0,980.0,[deg C]
,,,,
Time - temperature deviation,103.3,-,-,[min]
Time - ventilation controlled,37.8,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
