VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,213792136.0,29691.0,5080629.0,[kJ]
Heat rate - burner,176591530.0,24525.0,5080629.0,[kJ]
Heat rate - specimen comb.,37200606.0,5166.0,6549.0,[kJ]
Heat rate - vent.,-99524767.0,-13822.0,1168852.0,[kJ]
Heat rate - lining,-6313432.0,-877.0,1392.0,[kJ]
Heat rate - specimen,-1601185.0,-222.0,405.0,[kJ]
Heat rate - intern. gas,-117530407.0,-16323.0,4747196.0,[kJ]
Heat rate - window,-164468.0,-23.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3919166.0,544.0,1502.0,[kW/m2]
Heat flux - average,2063411.0,287.0,583.0,[kW/m2]
,,,,
Mass rate - fuel,3802.0,1.0,109.0,[kg]
Mass rate - specimen,1958.0,0.0,0.0,[kg]
Mass rate - ventilation in,69987.0,10.0,1821.0,[kg]
Mass rate - ventilation ou,272411.0,38.0,61977.0,[kg]
,,,,
Temperature - furnace,-,833.0,1200.0,[deg C]
Temperature - lining,-,232.0,484.0,[deg C]
Temperature - specimen,-,417.0,987.0,[deg C]
,,,,
Time - temperature deviation,31.7,-,-,[min]
Time - ventilation controlled,103.7,-,-,[min]
,,,,
Length - charring,86.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
