VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,135840730.0,18865.0,3199483.0,[kJ]
Heat rate - burner,109213880.0,15168.0,3199483.0,[kJ]
Heat rate - specimen comb.,26626849.0,3698.0,5387.0,[kJ]
Heat rate - vent.,-63724531.0,-8850.0,736077.0,[kJ]
Heat rate - lining,-5074945.0,-705.0,1210.0,[kJ]
Heat rate - specimen,-1164200.0,-162.0,335.0,[kJ]
Heat rate - intern. gas,-74028708.0,-10281.0,2989488.0,[kJ]
Heat rate - window,-138637.0,-19.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3306311.0,459.0,1502.0,[kW/m2]
Heat flux - average,1656385.0,230.0,562.0,[kW/m2]
,,,,
Mass rate - fuel,2351.0,0.0,69.0,[kg]
Mass rate - specimen,1401.0,0.0,0.0,[kg]
Mass rate - ventilation in,44998.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,172673.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,683.0,1200.0,[deg C]
Temperature - lining,-,146.0,459.0,[deg C]
Temperature - specimen,-,303.0,987.0,[deg C]
,,,,
Time - temperature deviation,47.4,-,-,[min]
Time - ventilation controlled,89.6,-,-,[min]
,,,,
Length - charring,75.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
