VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,86127350.0,11961.0,1851573.0,[kJ]
Heat rate - burner,64410168.0,8945.0,1851573.0,[kJ]
Heat rate - specimen comb.,21717182.0,3016.0,3783.0,[kJ]
Heat rate - vent.,-41432834.0,-5754.0,425979.0,[kJ]
Heat rate - lining,-4896565.0,-680.0,1062.0,[kJ]
Heat rate - specimen,-956022.0,-133.0,236.0,[kJ]
Heat rate - intern. gas,-42875158.0,-5954.0,1730028.0,[kJ]
Heat rate - window,-168984.0,-23.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,4078415.0,566.0,1502.0,[kW/m2]
Heat flux - average,2142507.0,298.0,594.0,[kW/m2]
,,,,
Mass rate - fuel,1387.0,0.0,40.0,[kg]
Mass rate - specimen,1143.0,0.0,0.0,[kg]
Mass rate - ventilation in,29938.0,4.0,664.0,[kg]
Mass rate - ventilation ou,104237.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,861.0,1200.0,[deg C]
Temperature - lining,-,247.0,489.0,[deg C]
Temperature - specimen,-,440.0,988.0,[deg C]
,,,,
Time - temperature deviation,31.4,-,-,[min]
Time - ventilation controlled,106.1,-,-,[min]
,,,,
Length - charring,86.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
