VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,223312526.0,31014.0,5080632.0,[kJ]
Heat rate - burner,218746701.0,30380.0,5080632.0,[kJ]
Heat rate - specimen comb.,4565824.0,634.0,730.0,[kJ]
Heat rate - vent.,-106178572.0,-14746.0,1168853.0,[kJ]
Heat rate - lining,-8323009.0,-1156.0,1850.0,[kJ]
Heat rate - specimen,-181425.0,-25.0,45.0,[kJ]
Heat rate - intern. gas,-108460980.0,-15063.0,4747196.0,[kJ]
Heat rate - window,-168540.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,4709.0,1.0,109.0,[kg]
Mass rate - specimen,240.0,0.0,0.0,[kg]
Mass rate - ventilation in,85571.0,12.0,1821.0,[kg]
Mass rate - ventilation ou,281046.0,39.0,61977.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,94.0,0.0,0.0,[mm]
Content - O2,745210.0,104.0,210.0,[‰ vol.]
