VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,249993648.0,34719.0,6248937.0,[kJ]
Heat rate - burner,209504827.0,29096.0,6248937.0,[kJ]
Heat rate - specimen comb.,40488821.0,5623.0,9100.0,[kJ]
Heat rate - vent.,-115946320.0,-16103.0,1437633.0,[kJ]
Heat rate - lining,-5194655.0,-721.0,1328.0,[kJ]
Heat rate - specimen,-1759841.0,-244.0,563.0,[kJ]
Heat rate - intern. gas,-144506300.0,-20069.0,5838843.0,[kJ]
Heat rate - window,-119279.0,-17.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2808938.0,390.0,1502.0,[kW/m2]
Heat flux - average,1377647.0,191.0,531.0,[kW/m2]
,,,,
Mass rate - fuel,4510.0,1.0,135.0,[kg]
Mass rate - specimen,2131.0,0.0,0.0,[kg]
Mass rate - ventilation in,80327.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,328939.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,574.0,1200.0,[deg C]
Temperature - lining,-,87.0,431.0,[deg C]
Temperature - specimen,-,219.0,985.0,[deg C]
,,,,
Time - temperature deviation,56.3,-,-,[min]
Time - ventilation controlled,79.5,-,-,[min]
,,,,
Length - charring,68.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
