VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53791089.0,7470.0,1349807.0,[kJ]
Heat rate - burner,38425090.0,5336.0,1349807.0,[kJ]
Heat rate - specimen comb.,15365999.0,2134.0,6942.0,[kJ]
Heat rate - vent.,-24581738.0,-3414.0,310544.0,[kJ]
Heat rate - lining,-1878491.0,-261.0,776.0,[kJ]
Heat rate - specimen,-865765.0,-120.0,425.0,[kJ]
Heat rate - intern. gas,-31241772.0,-4339.0,1261190.0,[kJ]
Heat rate - window,-57896.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1435322.0,199.0,1502.0,[kW/m2]
Heat flux - average,554840.0,77.0,505.0,[kW/m2]
,,,,
Mass rate - fuel,827.0,0.0,29.0,[kg]
Mass rate - specimen,809.0,0.0,0.0,[kg]
Mass rate - ventilation in,16560.0,2.0,485.0,[kg]
Mass rate - ventilation ou,70675.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,161.0,1200.0,[deg C]
Temperature - lining,-,-125.0,270.0,[deg C]
Temperature - specimen,-,-71.0,980.0,[deg C]
,,,,
Time - temperature deviation,102.2,-,-,[min]
Time - ventilation controlled,38.3,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
