VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,166303390.0,23096.0,4067847.0,[kJ]
Heat rate - burner,136541473.0,18963.0,4067847.0,[kJ]
Heat rate - specimen comb.,29761917.0,4133.0,6743.0,[kJ]
Heat rate - vent.,-77542671.0,-10769.0,935853.0,[kJ]
Heat rate - lining,-4835693.0,-672.0,1239.0,[kJ]
Heat rate - specimen,-1302250.0,-181.0,418.0,[kJ]
Heat rate - intern. gas,-94092270.0,-13067.0,3800870.0,[kJ]
Heat rate - window,-118401.0,-16.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2793911.0,388.0,1501.0,[kW/m2]
Heat flux - average,1367379.0,190.0,531.0,[kW/m2]
,,,,
Mass rate - fuel,2940.0,0.0,88.0,[kg]
Mass rate - specimen,1566.0,0.0,0.0,[kg]
Mass rate - ventilation in,54161.0,8.0,1458.0,[kg]
Mass rate - ventilation ou,216218.0,30.0,49622.0,[kg]
,,,,
Temperature - furnace,-,570.0,1200.0,[deg C]
Temperature - lining,-,85.0,431.0,[deg C]
Temperature - specimen,-,216.0,985.0,[deg C]
,,,,
Time - temperature deviation,56.8,-,-,[min]
Time - ventilation controlled,79.1,-,-,[min]
,,,,
Length - charring,67.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
