VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,119634886.0,16615.0,2464431.0,[kJ]
Heat rate - burner,119634886.0,16615.0,2464431.0,[kJ]
Heat rate - specimen comb.,0.0,0.0,0.0,[kJ]
Heat rate - vent.,-60118245.0,-8349.0,566971.0,[kJ]
Heat rate - lining,-6741760.0,-936.0,1498.0,[kJ]
Heat rate - specimen,0.0,0.0,0.0,[kJ]
Heat rate - intern. gas,-52606963.0,-7306.0,2302667.0,[kJ]
Heat rate - window,-167918.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,2576.0,0.0,53.0,[kg]
Mass rate - specimen,0.0,0.0,0.0,[kg]
Mass rate - ventilation in,50062.0,7.0,884.0,[kg]
Mass rate - ventilation ou,144741.0,20.0,30063.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,-273.0,25.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,0.0,-,-,[min]
,,,,
Length - charring,0.0,0.0,0.0,[mm]
Content - O2,747853.0,104.0,210.0,[‰ vol.]
