VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,27780326.0,3858.0,635116.0,[kJ]
Heat rate - burner,18093786.0,2513.0,635116.0,[kJ]
Heat rate - specimen comb.,9686540.0,1345.0,4436.0,[kJ]
Heat rate - vent.,-13064761.0,-1814.0,146123.0,[kJ]
Heat rate - lining,-1628535.0,-226.0,683.0,[kJ]
Heat rate - specimen,-562055.0,-78.0,278.0,[kJ]
Heat rate - intern. gas,-14713661.0,-2043.0,593399.0,[kJ]
Heat rate - window,-56600.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1421752.0,197.0,1502.0,[kW/m2]
Heat flux - average,548575.0,76.0,511.0,[kW/m2]
,,,,
Mass rate - fuel,390.0,0.0,14.0,[kg]
Mass rate - specimen,510.0,0.0,0.0,[kg]
Mass rate - ventilation in,9216.0,1.0,229.0,[kg]
Mass rate - ventilation ou,34838.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,153.0,1200.0,[deg C]
Temperature - lining,-,-129.0,265.0,[deg C]
Temperature - specimen,-,-76.0,980.0,[deg C]
,,,,
Time - temperature deviation,104.6,-,-,[min]
Time - ventilation controlled,37.3,-,-,[min]
,,,,
Length - charring,35.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
