VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,174606778.0,24249.0,4067847.0,[kJ]
Heat rate - burner,141890363.0,19706.0,4067847.0,[kJ]
Heat rate - specimen comb.,32716416.0,4544.0,5624.0,[kJ]
Heat rate - vent.,-81658585.0,-11341.0,935853.0,[kJ]
Heat rate - lining,-6117102.0,-850.0,1328.0,[kJ]
Heat rate - specimen,-1412845.0,-196.0,349.0,[kJ]
Heat rate - intern. gas,-94120230.0,-13071.0,3800870.0,[kJ]
Heat rate - window,-169858.0,-24.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,4056519.0,563.0,1502.0,[kW/m2]
Heat flux - average,2154765.0,299.0,588.0,[kW/m2]
,,,,
Mass rate - fuel,3055.0,0.0,88.0,[kg]
Mass rate - specimen,1722.0,0.0,0.0,[kg]
Mass rate - ventilation in,57734.0,8.0,1458.0,[kg]
Mass rate - ventilation ou,219997.0,31.0,49622.0,[kg]
,,,,
Temperature - furnace,-,865.0,1200.0,[deg C]
Temperature - lining,-,251.0,488.0,[deg C]
Temperature - specimen,-,442.0,987.0,[deg C]
,,,,
Time - temperature deviation,28.7,-,-,[min]
Time - ventilation controlled,106.7,-,-,[min]
,,,,
Length - charring,87.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
