VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,255721667.0,35514.0,6248938.0,[kJ]
Heat rate - burner,214209378.0,29749.0,6248938.0,[kJ]
Heat rate - specimen comb.,41512290.0,5765.0,8064.0,[kJ]
Heat rate - vent.,-118677689.0,-16482.0,1437633.0,[kJ]
Heat rate - lining,-6023507.0,-837.0,1410.0,[kJ]
Heat rate - specimen,-1785498.0,-248.0,499.0,[kJ]
Heat rate - intern. gas,-144528061.0,-20072.0,5838843.0,[kJ]
Heat rate - window,-144524.0,-20.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3427235.0,476.0,1502.0,[kW/m2]
Heat flux - average,1748061.0,243.0,563.0,[kW/m2]
,,,,
Mass rate - fuel,4612.0,1.0,135.0,[kg]
Mass rate - specimen,2185.0,0.0,0.0,[kg]
Mass rate - ventilation in,82824.0,12.0,2240.0,[kg]
Mass rate - ventilation ou,331518.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,718.0,1200.0,[deg C]
Temperature - lining,-,167.0,464.0,[deg C]
Temperature - specimen,-,329.0,987.0,[deg C]
,,,,
Time - temperature deviation,42.2,-,-,[min]
Time - ventilation controlled,93.0,-,-,[min]
,,,,
Length - charring,78.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
