VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,195873151.0,27203.0,5080627.0,[kJ]
Heat rate - burner,159878391.0,22204.0,5080627.0,[kJ]
Heat rate - specimen comb.,35994760.0,4999.0,10648.0,[kJ]
Heat rate - vent.,-90361664.0,-12549.0,1168852.0,[kJ]
Heat rate - lining,-3618590.0,-503.0,1068.0,[kJ]
Heat rate - specimen,-1704503.0,-237.0,661.0,[kJ]
Heat rate - intern. gas,-117466964.0,-16314.0,4747196.0,[kJ]
Heat rate - window,-89203.0,-12.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2145600.0,298.0,1502.0,[kW/m2]
Heat flux - average,926047.0,129.0,530.0,[kW/m2]
,,,,
Mass rate - fuel,3442.0,0.0,109.0,[kg]
Mass rate - specimen,1894.0,0.0,1.0,[kg]
Mass rate - ventilation in,61296.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,263600.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,365.0,1200.0,[deg C]
Temperature - lining,-,-27.0,371.0,[deg C]
Temperature - specimen,-,71.0,985.0,[deg C]
,,,,
Time - temperature deviation,80.4,-,-,[min]
Time - ventilation controlled,58.7,-,-,[min]
,,,,
Length - charring,53.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
