VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,24081219.0,3344.0,635115.0,[kJ]
Heat rate - burner,16801286.0,2333.0,635115.0,[kJ]
Heat rate - specimen comb.,7279933.0,1011.0,7005.0,[kJ]
Heat rate - vent.,-11290209.0,-1568.0,146123.0,[kJ]
Heat rate - lining,-914714.0,-127.0,758.0,[kJ]
Heat rate - specimen,-558428.0,-78.0,594.0,[kJ]
Heat rate - intern. gas,-14685848.0,-2040.0,593399.0,[kJ]
Heat rate - window,-29133.0,-4.0,50.0,[kJ]
,,,,
Heat flux - instantaneous,749452.0,104.0,1501.0,[kW/m2]
Heat flux - average,240888.0,33.0,433.0,[kW/m2]
,,,,
Mass rate - fuel,362.0,0.0,14.0,[kg]
Mass rate - specimen,383.0,0.0,0.0,[kg]
Mass rate - ventilation in,7676.0,1.0,229.0,[kg]
Mass rate - ventilation ou,33134.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,-28.0,1200.0,[deg C]
Temperature - lining,-,-198.0,130.0,[deg C]
Temperature - specimen,-,-196.0,482.0,[deg C]
,,,,
Time - temperature deviation,109.3,-,-,[min]
Time - ventilation controlled,19.3,-,-,[min]
,,,,
Length - charring,22.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
