VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,72132357.0,10018.0,1851572.0,[kJ]
Heat rate - burner,55494838.0,7707.0,1851572.0,[kJ]
Heat rate - specimen comb.,16637519.0,2311.0,6885.0,[kJ]
Heat rate - vent.,-33594020.0,-4666.0,425979.0,[kJ]
Heat rate - lining,-2363841.0,-328.0,916.0,[kJ]
Heat rate - specimen,-881383.0,-122.0,418.0,[kJ]
Heat rate - intern. gas,-42828123.0,-5948.0,1730028.0,[kJ]
Heat rate - window,-62121.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1503864.0,209.0,1502.0,[kW/m2]
Heat flux - average,595316.0,83.0,487.0,[kW/m2]
,,,,
Mass rate - fuel,1195.0,0.0,40.0,[kg]
Mass rate - specimen,876.0,0.0,0.0,[kg]
Mass rate - ventilation in,22921.0,3.0,664.0,[kg]
Mass rate - ventilation ou,96868.0,13.0,22587.0,[kg]
,,,,
Temperature - furnace,-,198.0,1200.0,[deg C]
Temperature - lining,-,-107.0,288.0,[deg C]
Temperature - specimen,-,-49.0,980.0,[deg C]
,,,,
Time - temperature deviation,94.5,-,-,[min]
Time - ventilation controlled,42.4,-,-,[min]
,,,,
Length - charring,40.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
