VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,105041182.0,14588.0,2464428.0,[kJ]
Heat rate - burner,82973574.0,11523.0,2464428.0,[kJ]
Heat rate - specimen comb.,22067608.0,3065.0,4927.0,[kJ]
Heat rate - vent.,-49522203.0,-6878.0,566971.0,[kJ]
Heat rate - lining,-4402633.0,-611.0,1109.0,[kJ]
Heat rate - specimen,-979976.0,-136.0,307.0,[kJ]
Heat rate - intern. gas,-57030999.0,-7920.0,2302667.0,[kJ]
Heat rate - window,-122908.0,-17.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2934357.0,408.0,1502.0,[kW/m2]
Heat flux - average,1419663.0,197.0,548.0,[kW/m2]
,,,,
Mass rate - fuel,1786.0,0.0,53.0,[kg]
Mass rate - specimen,1161.0,0.0,0.0,[kg]
Mass rate - ventilation in,35063.0,5.0,884.0,[kg]
Mass rate - ventilation ou,133504.0,19.0,30063.0,[kg]
,,,,
Temperature - furnace,-,589.0,1200.0,[deg C]
Temperature - lining,-,94.0,438.0,[deg C]
Temperature - specimen,-,233.0,987.0,[deg C]
,,,,
Time - temperature deviation,57.2,-,-,[min]
Time - ventilation controlled,80.7,-,-,[min]
,,,,
Length - charring,68.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
