VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,215905764.0,29985.0,5080629.0,[kJ]
Heat rate - burner,177934870.0,24711.0,5080629.0,[kJ]
Heat rate - specimen comb.,37970893.0,5273.0,6308.0,[kJ]
Heat rate - vent.,-100553999.0,-13965.0,1168852.0,[kJ]
Heat rate - lining,-6623598.0,-920.0,1411.0,[kJ]
Heat rate - specimen,-1633427.0,-227.0,390.0,[kJ]
Heat rate - intern. gas,-117532993.0,-16323.0,4747196.0,[kJ]
Heat rate - window,-177167.0,-25.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,4229191.0,587.0,1502.0,[kW/m2]
Heat flux - average,2271866.0,316.0,593.0,[kW/m2]
,,,,
Mass rate - fuel,3831.0,1.0,109.0,[kg]
Mass rate - specimen,1998.0,0.0,0.0,[kg]
Mass rate - ventilation in,70875.0,10.0,1821.0,[kg]
Mass rate - ventilation ou,273350.0,38.0,61977.0,[kg]
,,,,
Temperature - furnace,-,906.0,1200.0,[deg C]
Temperature - lining,-,275.0,493.0,[deg C]
Temperature - specimen,-,473.0,987.0,[deg C]
,,,,
Time - temperature deviation,24.4,-,-,[min]
Time - ventilation controlled,110.5,-,-,[min]
,,,,
Length - charring,90.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
