VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39153171.0,5438.0,948026.0,[kJ]
Heat rate - burner,27788397.0,3859.0,948026.0,[kJ]
Heat rate - specimen comb.,11364775.0,1578.0,5055.0,[kJ]
Heat rate - vent.,-18384036.0,-2553.0,218110.0,[kJ]
Heat rate - lining,-1924130.0,-267.0,784.0,[kJ]
Heat rate - specimen,-633913.0,-88.0,309.0,[kJ]
Heat rate - intern. gas,-21944651.0,-3048.0,885774.0,[kJ]
Heat rate - window,-58647.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1448316.0,201.0,1502.0,[kW/m2]
Heat flux - average,561752.0,78.0,500.0,[kW/m2]
,,,,
Mass rate - fuel,598.0,0.0,20.0,[kg]
Mass rate - specimen,598.0,0.0,0.0,[kg]
Mass rate - ventilation in,12802.0,2.0,341.0,[kg]
Mass rate - ventilation ou,50847.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,169.0,1200.0,[deg C]
Temperature - lining,-,-121.0,274.0,[deg C]
Temperature - specimen,-,-67.0,980.0,[deg C]
,,,,
Time - temperature deviation,100.3,-,-,[min]
Time - ventilation controlled,39.2,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
