VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,71868366.0,9981.0,1851571.0,[kJ]
Heat rate - burner,53727114.0,7462.0,1851571.0,[kJ]
Heat rate - specimen comb.,18141252.0,2519.0,7984.0,[kJ]
Heat rate - vent.,-32970230.0,-4579.0,425979.0,[kJ]
Heat rate - lining,-2078304.0,-289.0,839.0,[kJ]
Heat rate - specimen,-994973.0,-138.0,483.0,[kJ]
Heat rate - intern. gas,-42836033.0,-5949.0,1730028.0,[kJ]
Heat rate - window,-59397.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1457503.0,202.0,1502.0,[kW/m2]
Heat flux - average,566923.0,79.0,497.0,[kW/m2]
,,,,
Mass rate - fuel,1157.0,0.0,40.0,[kg]
Mass rate - specimen,955.0,0.0,0.0,[kg]
Mass rate - ventilation in,22129.0,3.0,664.0,[kg]
Mass rate - ventilation ou,96172.0,13.0,22587.0,[kg]
,,,,
Temperature - furnace,-,174.0,1200.0,[deg C]
Temperature - lining,-,-118.0,276.0,[deg C]
Temperature - specimen,-,-63.0,980.0,[deg C]
,,,,
Time - temperature deviation,99.2,-,-,[min]
Time - ventilation controlled,39.7,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
