VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,201414492.0,27972.0,5080628.0,[kJ]
Heat rate - burner,166000513.0,23054.0,5080628.0,[kJ]
Heat rate - specimen comb.,35413979.0,4918.0,8963.0,[kJ]
Heat rate - vent.,-93243211.0,-12950.0,1168852.0,[kJ]
Heat rate - lining,-4418356.0,-614.0,1201.0,[kJ]
Heat rate - specimen,-1590876.0,-221.0,556.0,[kJ]
Heat rate - intern. gas,-117493262.0,-16317.0,4747196.0,[kJ]
Heat rate - window,-104939.0,-15.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2489164.0,346.0,1502.0,[kW/m2]
Heat flux - average,1156309.0,161.0,527.0,[kW/m2]
,,,,
Mass rate - fuel,3574.0,0.0,109.0,[kg]
Mass rate - specimen,1864.0,0.0,0.0,[kg]
Mass rate - ventilation in,64166.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,266449.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,477.0,1200.0,[deg C]
Temperature - lining,-,33.0,407.0,[deg C]
Temperature - specimen,-,150.0,985.0,[deg C]
,,,,
Time - temperature deviation,69.3,-,-,[min]
Time - ventilation controlled,70.0,-,-,[min]
,,,,
Length - charring,61.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
