VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,145602398.0,20221.0,3199485.0,[kJ]
Heat rate - burner,137834091.0,19142.0,3199485.0,[kJ]
Heat rate - specimen comb.,7768307.0,1079.0,1248.0,[kJ]
Heat rate - vent.,-69891737.0,-9707.0,736077.0,[kJ]
Heat rate - lining,-6913368.0,-960.0,1536.0,[kJ]
Heat rate - specimen,-311014.0,-43.0,77.0,[kJ]
Heat rate - intern. gas,-68318272.0,-9488.0,2989488.0,[kJ]
Heat rate - window,-168006.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,2967.0,0.0,69.0,[kg]
Mass rate - specimen,409.0,0.0,0.0,[kg]
Mass rate - ventilation in,56582.0,8.0,1147.0,[kg]
Mass rate - ventilation ou,179990.0,25.0,39029.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,93.0,0.0,0.0,[mm]
Content - O2,737832.0,102.0,210.0,[‰ vol.]
