VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,74269425.0,10314.0,1851572.0,[kJ]
Heat rate - burner,57553117.0,7993.0,1851572.0,[kJ]
Heat rate - specimen comb.,16716308.0,2322.0,5697.0,[kJ]
Heat rate - vent.,-34863362.0,-4842.0,425979.0,[kJ]
Heat rate - lining,-2878827.0,-400.0,913.0,[kJ]
Heat rate - specimen,-836713.0,-116.0,354.0,[kJ]
Heat rate - intern. gas,-42827869.0,-5948.0,1730028.0,[kJ]
Heat rate - window,-76889.0,-11.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1867665.0,259.0,1501.0,[kW/m2]
Heat flux - average,765611.0,106.0,520.0,[kW/m2]
,,,,
Mass rate - fuel,1239.0,0.0,40.0,[kg]
Mass rate - specimen,880.0,0.0,0.0,[kg]
Mass rate - ventilation in,24170.0,3.0,664.0,[kg]
Mass rate - ventilation ou,98125.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,286.0,1200.0,[deg C]
Temperature - lining,-,-66.0,336.0,[deg C]
Temperature - specimen,-,15.0,985.0,[deg C]
,,,,
Time - temperature deviation,86.8,-,-,[min]
Time - ventilation controlled,50.9,-,-,[min]
,,,,
Length - charring,46.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
