VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39177407.0,5441.0,948026.0,[kJ]
Heat rate - burner,28001702.0,3889.0,948026.0,[kJ]
Heat rate - specimen comb.,11175705.0,1552.0,4918.0,[kJ]
Heat rate - vent.,-18468501.0,-2565.0,218110.0,[kJ]
Heat rate - lining,-1963779.0,-273.0,794.0,[kJ]
Heat rate - specimen,-618799.0,-86.0,300.0,[kJ]
Heat rate - intern. gas,-21944210.0,-3048.0,885774.0,[kJ]
Heat rate - window,-59135.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1456642.0,202.0,1502.0,[kW/m2]
Heat flux - average,566364.0,79.0,498.0,[kW/m2]
,,,,
Mass rate - fuel,603.0,0.0,20.0,[kg]
Mass rate - specimen,588.0,0.0,0.0,[kg]
Mass rate - ventilation in,12909.0,2.0,341.0,[kg]
Mass rate - ventilation ou,50942.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,173.0,1200.0,[deg C]
Temperature - lining,-,-119.0,276.0,[deg C]
Temperature - specimen,-,-64.0,980.0,[deg C]
,,,,
Time - temperature deviation,99.3,-,-,[min]
Time - ventilation controlled,39.7,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
