VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,120672244.0,16759.0,3199481.0,[kJ]
Heat rate - burner,95620357.0,13280.0,3199481.0,[kJ]
Heat rate - specimen comb.,25051886.0,3479.0,10240.0,[kJ]
Heat rate - vent.,-55712383.0,-7737.0,736077.0,[kJ]
Heat rate - lining,-2432610.0,-338.0,933.0,[kJ]
Heat rate - specimen,-1308748.0,-182.0,618.0,[kJ]
Heat rate - intern. gas,-73981366.0,-10274.0,2989488.0,[kJ]
Heat rate - window,-62800.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1516037.0,211.0,1502.0,[kW/m2]
Heat flux - average,603037.0,84.0,485.0,[kW/m2]
,,,,
Mass rate - fuel,2059.0,0.0,69.0,[kg]
Mass rate - specimen,1319.0,0.0,1.0,[kg]
Mass rate - ventilation in,37335.0,5.0,1147.0,[kg]
Mass rate - ventilation ou,164877.0,23.0,39029.0,[kg]
,,,,
Temperature - furnace,-,204.0,1200.0,[deg C]
Temperature - lining,-,-104.0,291.0,[deg C]
Temperature - specimen,-,-46.0,980.0,[deg C]
,,,,
Time - temperature deviation,93.5,-,-,[min]
Time - ventilation controlled,43.0,-,-,[min]
,,,,
Length - charring,40.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
