VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,129701758.0,18013.0,3199482.0,[kJ]
Heat rate - burner,104242867.0,14477.0,3199482.0,[kJ]
Heat rate - specimen comb.,25458891.0,3536.0,6623.0,[kJ]
Heat rate - vent.,-60399349.0,-8388.0,736077.0,[kJ]
Heat rate - lining,-4036703.0,-561.0,1111.0,[kJ]
Heat rate - specimen,-1159890.0,-161.0,412.0,[kJ]
Heat rate - intern. gas,-74008820.0,-10278.0,2989488.0,[kJ]
Heat rate - window,-102123.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2432193.0,338.0,1501.0,[kW/m2]
Heat flux - average,1116890.0,155.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,2244.0,0.0,69.0,[kg]
Mass rate - specimen,1340.0,0.0,0.0,[kg]
Mass rate - ventilation in,41928.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,169515.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,458.0,1200.0,[deg C]
Temperature - lining,-,23.0,402.0,[deg C]
Temperature - specimen,-,137.0,985.0,[deg C]
,,,,
Time - temperature deviation,71.9,-,-,[min]
Time - ventilation controlled,68.1,-,-,[min]
,,,,
Length - charring,59.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
