VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,71986452.0,9997.0,1851572.0,[kJ]
Heat rate - burner,54879545.0,7622.0,1851572.0,[kJ]
Heat rate - specimen comb.,17106908.0,2376.0,7265.0,[kJ]
Heat rate - vent.,-33365964.0,-4634.0,425979.0,[kJ]
Heat rate - lining,-2263339.0,-314.0,892.0,[kJ]
Heat rate - specimen,-918360.0,-128.0,440.0,[kJ]
Heat rate - intern. gas,-42831554.0,-5948.0,1730028.0,[kJ]
Heat rate - window,-61031.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1484604.0,206.0,1502.0,[kW/m2]
Heat flux - average,583088.0,81.0,491.0,[kW/m2]
,,,,
Mass rate - fuel,1181.0,0.0,40.0,[kg]
Mass rate - specimen,900.0,0.0,0.0,[kg]
Mass rate - ventilation in,22637.0,3.0,664.0,[kg]
Mass rate - ventilation ou,96614.0,13.0,22587.0,[kg]
,,,,
Temperature - furnace,-,188.0,1200.0,[deg C]
Temperature - lining,-,-112.0,284.0,[deg C]
Temperature - specimen,-,-55.0,980.0,[deg C]
,,,,
Time - temperature deviation,96.3,-,-,[min]
Time - ventilation controlled,41.3,-,-,[min]
,,,,
Length - charring,39.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
