VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,259476562.0,36036.0,6248938.0,[kJ]
Heat rate - burner,216903809.0,30123.0,6248938.0,[kJ]
Heat rate - specimen comb.,42572753.0,5912.0,7546.0,[kJ]
Heat rate - vent.,-120429817.0,-16725.0,1437633.0,[kJ]
Heat rate - lining,-6544821.0,-909.0,1451.0,[kJ]
Heat rate - specimen,-1826607.0,-254.0,467.0,[kJ]
Heat rate - intern. gas,-144534745.0,-20073.0,5838843.0,[kJ]
Heat rate - window,-162763.0,-23.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3872844.0,538.0,1502.0,[kW/m2]
Heat flux - average,2033954.0,282.0,581.0,[kW/m2]
,,,,
Mass rate - fuel,4670.0,1.0,135.0,[kg]
Mass rate - specimen,2241.0,0.0,0.0,[kg]
Mass rate - ventilation in,84372.0,12.0,2240.0,[kg]
Mass rate - ventilation ou,333139.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,823.0,1200.0,[deg C]
Temperature - lining,-,226.0,482.0,[deg C]
Temperature - specimen,-,409.0,987.0,[deg C]
,,,,
Time - temperature deviation,32.4,-,-,[min]
Time - ventilation controlled,102.8,-,-,[min]
,,,,
Length - charring,85.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
