VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,120489356.0,16733.0,3199481.0,[kJ]
Heat rate - burner,94847247.0,13172.0,3199481.0,[kJ]
Heat rate - specimen comb.,25642110.0,3561.0,10704.0,[kJ]
Heat rate - vent.,-55444447.0,-7700.0,736077.0,[kJ]
Heat rate - lining,-2319868.0,-322.0,902.0,[kJ]
Heat rate - specimen,-1353192.0,-188.0,644.0,[kJ]
Heat rate - intern. gas,-73977939.0,-10274.0,2989488.0,[kJ]
Heat rate - window,-61837.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1499104.0,208.0,1501.0,[kW/m2]
Heat flux - average,592501.0,82.0,488.0,[kW/m2]
,,,,
Mass rate - fuel,2042.0,0.0,69.0,[kg]
Mass rate - specimen,1350.0,0.0,1.0,[kg]
Mass rate - ventilation in,37007.0,5.0,1147.0,[kg]
Mass rate - ventilation ou,164583.0,23.0,39029.0,[kg]
,,,,
Temperature - furnace,-,196.0,1200.0,[deg C]
Temperature - lining,-,-108.0,287.0,[deg C]
Temperature - specimen,-,-50.0,979.0,[deg C]
,,,,
Time - temperature deviation,94.9,-,-,[min]
Time - ventilation controlled,42.2,-,-,[min]
,,,,
Length - charring,40.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
