VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,158604709.0,22027.0,4067846.0,[kJ]
Heat rate - burner,128198766.0,17804.0,4067846.0,[kJ]
Heat rate - specimen comb.,30405943.0,4223.0,8977.0,[kJ]
Heat rate - vent.,-73311482.0,-10181.0,935853.0,[kJ]
Heat rate - lining,-3607807.0,-501.0,1062.0,[kJ]
Heat rate - specimen,-1443397.0,-200.0,558.0,[kJ]
Heat rate - intern. gas,-94064867.0,-13064.0,3800870.0,[kJ]
Heat rate - window,-89614.0,-12.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2156520.0,299.0,1502.0,[kW/m2]
Heat flux - average,932009.0,129.0,531.0,[kW/m2]
,,,,
Mass rate - fuel,2760.0,0.0,88.0,[kg]
Mass rate - specimen,1600.0,0.0,0.0,[kg]
Mass rate - ventilation in,49958.0,7.0,1458.0,[kg]
Mass rate - ventilation ou,212038.0,29.0,49622.0,[kg]
,,,,
Temperature - furnace,-,367.0,1200.0,[deg C]
Temperature - lining,-,-26.0,372.0,[deg C]
Temperature - specimen,-,73.0,985.0,[deg C]
,,,,
Time - temperature deviation,80.6,-,-,[min]
Time - ventilation controlled,58.9,-,-,[min]
,,,,
Length - charring,53.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
