VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,61239173.0,8505.0,1349809.0,[kJ]
Heat rate - burner,45285594.0,6289.0,1349809.0,[kJ]
Heat rate - specimen comb.,15953579.0,2216.0,3700.0,[kJ]
Heat rate - vent.,-29562035.0,-4106.0,310544.0,[kJ]
Heat rate - lining,-3646823.0,-506.0,932.0,[kJ]
Heat rate - specimen,-725808.0,-101.0,232.0,[kJ]
Heat rate - intern. gas,-31254428.0,-4341.0,1261190.0,[kJ]
Heat rate - window,-118996.0,-17.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2877031.0,400.0,1502.0,[kW/m2]
Heat flux - average,1358994.0,189.0,556.0,[kW/m2]
,,,,
Mass rate - fuel,975.0,0.0,29.0,[kg]
Mass rate - specimen,840.0,0.0,0.0,[kg]
Mass rate - ventilation in,21381.0,3.0,485.0,[kg]
Mass rate - ventilation ou,75549.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,560.0,1200.0,[deg C]
Temperature - lining,-,77.0,434.0,[deg C]
Temperature - specimen,-,214.0,987.0,[deg C]
,,,,
Time - temperature deviation,62.9,-,-,[min]
Time - ventilation controlled,77.7,-,-,[min]
,,,,
Length - charring,65.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
