VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,94025890.0,13058.0,2464426.0,[kJ]
Heat rate - burner,72781561.0,10108.0,2464426.0,[kJ]
Heat rate - specimen comb.,21244329.0,2950.0,9008.0,[kJ]
Heat rate - vent.,-43316164.0,-6016.0,566971.0,[kJ]
Heat rate - lining,-2281195.0,-317.0,897.0,[kJ]
Heat rate - specimen,-1134432.0,-158.0,543.0,[kJ]
Heat rate - intern. gas,-56992398.0,-7915.0,2302667.0,[kJ]
Heat rate - window,-61148.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1486115.0,206.0,1501.0,[kW/m2]
Heat flux - average,584346.0,81.0,490.0,[kW/m2]
,,,,
Mass rate - fuel,1567.0,0.0,53.0,[kg]
Mass rate - specimen,1118.0,0.0,0.0,[kg]
Mass rate - ventilation in,29059.0,4.0,884.0,[kg]
Mass rate - ventilation ou,127421.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,189.0,1200.0,[deg C]
Temperature - lining,-,-111.0,284.0,[deg C]
Temperature - specimen,-,-54.0,979.0,[deg C]
,,,,
Time - temperature deviation,96.1,-,-,[min]
Time - ventilation controlled,41.5,-,-,[min]
,,,,
Length - charring,39.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
