VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,132896240.0,18457.0,3199483.0,[kJ]
Heat rate - burner,107407118.0,14917.0,3199483.0,[kJ]
Heat rate - specimen comb.,25489122.0,3540.0,5800.0,[kJ]
Heat rate - vent.,-62234029.0,-8643.0,736077.0,[kJ]
Heat rate - lining,-4595415.0,-638.0,1177.0,[kJ]
Heat rate - specimen,-1122873.0,-156.0,360.0,[kJ]
Heat rate - intern. gas,-74021995.0,-10280.0,2989488.0,[kJ]
Heat rate - window,-118505.0,-16.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2807184.0,390.0,1502.0,[kW/m2]
Heat flux - average,1365077.0,190.0,535.0,[kW/m2]
,,,,
Mass rate - fuel,2312.0,0.0,69.0,[kg]
Mass rate - specimen,1342.0,0.0,0.0,[kg]
Mass rate - ventilation in,43710.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,171308.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,568.0,1200.0,[deg C]
Temperature - lining,-,83.0,431.0,[deg C]
Temperature - specimen,-,216.0,987.0,[deg C]
,,,,
Time - temperature deviation,57.6,-,-,[min]
Time - ventilation controlled,78.9,-,-,[min]
,,,,
Length - charring,67.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
