VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,59067884.0,8203.0,1349809.0,[kJ]
Heat rate - burner,44178617.0,6135.0,1349809.0,[kJ]
Heat rate - specimen comb.,14889267.0,2068.0,4006.0,[kJ]
Heat rate - vent.,-28289436.0,-3929.0,310544.0,[kJ]
Heat rate - lining,-3249310.0,-451.0,907.0,[kJ]
Heat rate - specimen,-694342.0,-96.0,251.0,[kJ]
Heat rate - intern. gas,-31248730.0,-4340.0,1261190.0,[kJ]
Heat rate - window,-98603.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2373178.0,330.0,1502.0,[kW/m2]
Heat flux - average,1075403.0,149.0,529.0,[kW/m2]
,,,,
Mass rate - fuel,951.0,0.0,29.0,[kg]
Mass rate - specimen,784.0,0.0,0.0,[kg]
Mass rate - ventilation in,20285.0,3.0,485.0,[kg]
Mass rate - ventilation ou,74382.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,438.0,1200.0,[deg C]
Temperature - lining,-,12.0,396.0,[deg C]
Temperature - specimen,-,123.0,985.0,[deg C]
,,,,
Time - temperature deviation,74.9,-,-,[min]
Time - ventilation controlled,66.0,-,-,[min]
,,,,
Length - charring,57.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
