VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,47976377.0,6663.0,948027.0,[kJ]
Heat rate - burner,32603218.0,4528.0,948027.0,[kJ]
Heat rate - specimen comb.,15373159.0,2135.0,3004.0,[kJ]
Heat rate - vent.,-24023778.0,-3336.0,218110.0,[kJ]
Heat rate - lining,-3692774.0,-513.0,850.0,[kJ]
Heat rate - specimen,-694622.0,-96.0,189.0,[kJ]
Heat rate - intern. gas,-21967591.0,-3051.0,885774.0,[kJ]
Heat rate - window,-148160.0,-21.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,3626975.0,504.0,1502.0,[kW/m2]
Heat flux - average,1802375.0,250.0,591.0,[kW/m2]
,,,,
Mass rate - fuel,702.0,0.0,20.0,[kg]
Mass rate - specimen,809.0,0.0,0.0,[kg]
Mass rate - ventilation in,17807.0,2.0,341.0,[kg]
Mass rate - ventilation ou,56127.0,8.0,11565.0,[kg]
,,,,
Temperature - furnace,-,733.0,1200.0,[deg C]
Temperature - lining,-,173.0,474.0,[deg C]
Temperature - specimen,-,346.0,989.0,[deg C]
,,,,
Time - temperature deviation,48.5,-,-,[min]
Time - ventilation controlled,93.8,-,-,[min]
,,,,
Length - charring,76.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
