VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,208811109.0,29000.0,5080629.0,[kJ]
Heat rate - burner,173288773.0,24066.0,5080629.0,[kJ]
Heat rate - specimen comb.,35522336.0,4933.0,5824.0,[kJ]
Heat rate - vent.,-92281280.0,-12816.0,1168852.0,[kJ]
Heat rate - lining,-6535443.0,-908.0,1449.0,[kJ]
Heat rate - specimen,-1454581.0,-202.0,360.0,[kJ]
Heat rate - intern. gas,-109921351.0,-15266.0,4747196.0,[kJ]
Heat rate - window,-168032.0,-23.0,37.0,[kJ]
,,,,
Heat flux - instantaneous,3898957.0,542.0,961.0,[kW/m2]
Heat flux - average,2285193.0,317.0,542.0,[kW/m2]
,,,,
Mass rate - fuel,3731.0,1.0,109.0,[kg]
Mass rate - specimen,1870.0,0.0,0.0,[kg]
Mass rate - ventilation in,69285.0,10.0,1821.0,[kg]
Mass rate - ventilation ou,267467.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,906.0,1075.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,797.0,[deg C]
,,,,
Time - temperature deviation,3.4,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,717409.0,100.0,210.0,[‰ vol.]
