VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,78708567.0,10931.0,1851573.0,[kJ]
Heat rate - burner,60849824.0,8451.0,1851573.0,[kJ]
Heat rate - specimen comb.,17858743.0,2480.0,4637.0,[kJ]
Heat rate - vent.,-37259633.0,-5175.0,425979.0,[kJ]
Heat rate - lining,-3622518.0,-503.0,994.0,[kJ]
Heat rate - specimen,-818879.0,-114.0,290.0,[kJ]
Heat rate - intern. gas,-42850051.0,-5951.0,1730028.0,[kJ]
Heat rate - window,-102299.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2446086.0,340.0,1501.0,[kW/m2]
Heat flux - average,1126455.0,156.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,1310.0,0.0,40.0,[kg]
Mass rate - specimen,940.0,0.0,0.0,[kg]
Mass rate - ventilation in,26409.0,4.0,664.0,[kg]
Mass rate - ventilation ou,100448.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,463.0,1200.0,[deg C]
Temperature - lining,-,26.0,403.0,[deg C]
Temperature - specimen,-,140.0,985.0,[deg C]
,,,,
Time - temperature deviation,71.3,-,-,[min]
Time - ventilation controlled,68.5,-,-,[min]
,,,,
Length - charring,59.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
