VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39301303.0,5458.0,948025.0,[kJ]
Heat rate - burner,26627520.0,3698.0,948025.0,[kJ]
Heat rate - specimen comb.,12673783.0,1760.0,5775.0,[kJ]
Heat rate - vent.,-18005194.0,-2501.0,218110.0,[kJ]
Heat rate - lining,-1715951.0,-238.0,718.0,[kJ]
Heat rate - specimen,-730013.0,-101.0,360.0,[kJ]
Heat rate - intern. gas,-21955267.0,-3049.0,885774.0,[kJ]
Heat rate - window,-56938.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1423994.0,198.0,1502.0,[kW/m2]
Heat flux - average,549486.0,76.0,510.0,[kW/m2]
,,,,
Mass rate - fuel,573.0,0.0,20.0,[kg]
Mass rate - specimen,667.0,0.0,0.0,[kg]
Mass rate - ventilation in,12283.0,2.0,341.0,[kg]
Mass rate - ventilation ou,50412.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,154.0,1200.0,[deg C]
Temperature - lining,-,-128.0,266.0,[deg C]
Temperature - specimen,-,-75.0,980.0,[deg C]
,,,,
Time - temperature deviation,104.2,-,-,[min]
Time - ventilation controlled,37.5,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
