VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,109963746.0,15272.0,2464428.0,[kJ]
Heat rate - burner,85584965.0,11886.0,2464428.0,[kJ]
Heat rate - specimen comb.,24378780.0,3386.0,4361.0,[kJ]
Heat rate - vent.,-52169456.0,-7245.0,566971.0,[kJ]
Heat rate - lining,-5207621.0,-723.0,1154.0,[kJ]
Heat rate - specimen,-1063438.0,-148.0,271.0,[kJ]
Heat rate - intern. gas,-57043849.0,-7922.0,2302667.0,[kJ]
Heat rate - window,-161974.0,-22.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,3881430.0,539.0,1502.0,[kW/m2]
Heat flux - average,2035110.0,283.0,582.0,[kW/m2]
,,,,
Mass rate - fuel,1843.0,0.0,53.0,[kg]
Mass rate - specimen,1283.0,0.0,0.0,[kg]
Mass rate - ventilation in,37322.0,5.0,884.0,[kg]
Mass rate - ventilation ou,135919.0,19.0,30063.0,[kg]
,,,,
Temperature - furnace,-,823.0,1200.0,[deg C]
Temperature - lining,-,226.0,483.0,[deg C]
Temperature - specimen,-,410.0,987.0,[deg C]
,,,,
Time - temperature deviation,33.6,-,-,[min]
Time - ventilation controlled,102.7,-,-,[min]
,,,,
Length - charring,84.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
