VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,88017736.0,12224.0,1851574.0,[kJ]
Heat rate - burner,75287872.0,10456.0,1851574.0,[kJ]
Heat rate - specimen comb.,12729864.0,1768.0,2068.0,[kJ]
Heat rate - vent.,-42379189.0,-5886.0,425979.0,[kJ]
Heat rate - lining,-5393408.0,-749.0,1199.0,[kJ]
Heat rate - specimen,-518357.0,-72.0,129.0,[kJ]
Heat rate - intern. gas,-39559847.0,-5494.0,1730028.0,[kJ]
Heat rate - window,-166935.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1621.0,0.0,40.0,[kg]
Mass rate - specimen,670.0,0.0,0.0,[kg]
Mass rate - ventilation in,34174.0,5.0,664.0,[kg]
Mass rate - ventilation ou,106113.0,15.0,22587.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,721056.0,100.0,210.0,[‰ vol.]
