VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,256949568.0,35685.0,6248938.0,[kJ]
Heat rate - burner,215636510.0,29948.0,6248938.0,[kJ]
Heat rate - specimen comb.,41313057.0,5738.0,6768.0,[kJ]
Heat rate - vent.,-115406073.0,-16028.0,1437633.0,[kJ]
Heat rate - lining,-6898405.0,-958.0,1512.0,[kJ]
Heat rate - specimen,-1707673.0,-237.0,418.0,[kJ]
Heat rate - intern. gas,-138632426.0,-19253.0,5838843.0,[kJ]
Heat rate - window,-170274.0,-24.0,42.0,[kJ]
,,,,
Heat flux - instantaneous,3967762.0,551.0,1135.0,[kW/m2]
Heat flux - average,2287394.0,318.0,551.0,[kW/m2]
,,,,
Mass rate - fuel,4642.0,1.0,135.0,[kg]
Mass rate - specimen,2174.0,0.0,0.0,[kg]
Mass rate - ventilation in,84457.0,12.0,2240.0,[kg]
Mass rate - ventilation ou,329997.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,908.0,1120.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,467.0,872.0,[deg C]
,,,,
Time - temperature deviation,10.7,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,719058.0,100.0,210.0,[‰ vol.]
