VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,42722526.0,5933.0,948026.0,[kJ]
Heat rate - burner,30594140.0,4249.0,948026.0,[kJ]
Heat rate - specimen comb.,12128386.0,1684.0,3546.0,[kJ]
Heat rate - vent.,-20760575.0,-2883.0,218110.0,[kJ]
Heat rate - lining,-2770495.0,-385.0,806.0,[kJ]
Heat rate - specimen,-586904.0,-82.0,223.0,[kJ]
Heat rate - intern. gas,-21953134.0,-3049.0,885774.0,[kJ]
Heat rate - window,-90691.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2211661.0,307.0,1502.0,[kW/m2]
Heat flux - average,964656.0,134.0,535.0,[kW/m2]
,,,,
Mass rate - fuel,659.0,0.0,20.0,[kg]
Mass rate - specimen,638.0,0.0,0.0,[kg]
Mass rate - ventilation in,15064.0,2.0,341.0,[kg]
Mass rate - ventilation ou,53165.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,380.0,1200.0,[deg C]
Temperature - lining,-,-19.0,378.0,[deg C]
Temperature - specimen,-,83.0,985.0,[deg C]
,,,,
Time - temperature deviation,81.7,-,-,[min]
Time - ventilation controlled,60.1,-,-,[min]
,,,,
Length - charring,53.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
