VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,77442150.0,10755.0,1851573.0,[kJ]
Heat rate - burner,59622318.0,8280.0,1851573.0,[kJ]
Heat rate - specimen comb.,17819832.0,2475.0,4978.0,[kJ]
Heat rate - vent.,-36479498.0,-5066.0,425979.0,[kJ]
Heat rate - lining,-3393049.0,-471.0,967.0,[kJ]
Heat rate - specimen,-838739.0,-116.0,311.0,[kJ]
Heat rate - intern. gas,-42844663.0,-5950.0,1730028.0,[kJ]
Heat rate - window,-95097.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2289003.0,318.0,1501.0,[kW/m2]
Heat flux - average,1017953.0,141.0,531.0,[kW/m2]
,,,,
Mass rate - fuel,1284.0,0.0,40.0,[kg]
Mass rate - specimen,938.0,0.0,0.0,[kg]
Mass rate - ventilation in,25641.0,4.0,664.0,[kg]
Mass rate - ventilation ou,99674.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,409.0,1200.0,[deg C]
Temperature - lining,-,-4.0,387.0,[deg C]
Temperature - specimen,-,103.0,985.0,[deg C]
,,,,
Time - temperature deviation,78.0,-,-,[min]
Time - ventilation controlled,63.1,-,-,[min]
,,,,
Length - charring,55.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
