VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,190270201.0,26425.0,5080626.0,[kJ]
Heat rate - burner,157325213.0,21849.0,5080626.0,[kJ]
Heat rate - specimen comb.,32944988.0,4575.0,11644.0,[kJ]
Heat rate - vent.,-88502728.0,-12291.0,1168852.0,[kJ]
Heat rate - lining,-2999033.0,-417.0,1049.0,[kJ]
Heat rate - specimen,-1610037.0,-224.0,721.0,[kJ]
Heat rate - intern. gas,-117436910.0,-16310.0,4747196.0,[kJ]
Heat rate - window,-69515.0,-10.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1644771.0,228.0,1501.0,[kW/m2]
Heat flux - average,689105.0,96.0,473.0,[kW/m2]
,,,,
Mass rate - fuel,3387.0,0.0,109.0,[kg]
Mass rate - specimen,1734.0,0.0,1.0,[kg]
Mass rate - ventilation in,59798.0,8.0,1821.0,[kg]
Mass rate - ventilation ou,261892.0,36.0,61977.0,[kg]
,,,,
Temperature - furnace,-,259.0,1200.0,[deg C]
Temperature - lining,-,-76.0,318.0,[deg C]
Temperature - specimen,-,-10.0,979.0,[deg C]
,,,,
Time - temperature deviation,84.7,-,-,[min]
Time - ventilation controlled,48.9,-,-,[min]
,,,,
Length - charring,45.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
