VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53765493.0,7467.0,1349808.0,[kJ]
Heat rate - burner,39601548.0,5500.0,1349808.0,[kJ]
Heat rate - specimen comb.,14163945.0,1967.0,6195.0,[kJ]
Heat rate - vent.,-24973537.0,-3468.0,310544.0,[kJ]
Heat rate - lining,-2078726.0,-289.0,837.0,[kJ]
Heat rate - specimen,-777391.0,-108.0,376.0,[kJ]
Heat rate - intern. gas,-31231978.0,-4337.0,1261190.0,[kJ]
Heat rate - window,-59561.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1460561.0,203.0,1501.0,[kW/m2]
Heat flux - average,568883.0,79.0,496.0,[kW/m2]
,,,,
Mass rate - fuel,853.0,0.0,29.0,[kg]
Mass rate - specimen,745.0,0.0,0.0,[kg]
Mass rate - ventilation in,17082.0,2.0,485.0,[kg]
Mass rate - ventilation ou,71119.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,176.0,1200.0,[deg C]
Temperature - lining,-,-117.0,277.0,[deg C]
Temperature - specimen,-,-62.0,979.0,[deg C]
,,,,
Time - temperature deviation,98.7,-,-,[min]
Time - ventilation controlled,40.0,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
