VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,115409197.0,16028.0,2464430.0,[kJ]
Heat rate - burner,107131397.0,14878.0,2464430.0,[kJ]
Heat rate - specimen comb.,8277800.0,1150.0,1332.0,[kJ]
Heat rate - vent.,-56009576.0,-7779.0,566971.0,[kJ]
Heat rate - lining,-6269836.0,-871.0,1393.0,[kJ]
Heat rate - specimen,-332613.0,-46.0,83.0,[kJ]
Heat rate - intern. gas,-52629533.0,-7309.0,2302667.0,[kJ]
Heat rate - window,-167639.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,2306.0,0.0,53.0,[kg]
Mass rate - specimen,436.0,0.0,0.0,[kg]
Mass rate - ventilation in,45582.0,6.0,884.0,[kg]
Mass rate - ventilation ou,140785.0,20.0,30063.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,93.0,0.0,0.0,[mm]
Content - O2,734290.0,102.0,210.0,[‰ vol.]
