VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,139430252.0,19364.0,3199483.0,[kJ]
Heat rate - burner,111257728.0,15451.0,3199483.0,[kJ]
Heat rate - specimen comb.,28172524.0,3913.0,4975.0,[kJ]
Heat rate - vent.,-65585051.0,-9108.0,736077.0,[kJ]
Heat rate - lining,-5640405.0,-783.0,1242.0,[kJ]
Heat rate - specimen,-1222422.0,-170.0,309.0,[kJ]
Heat rate - intern. gas,-74039659.0,-10283.0,2989488.0,[kJ]
Heat rate - window,-164405.0,-23.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3930972.0,546.0,1502.0,[kW/m2]
Heat flux - average,2069557.0,287.0,584.0,[kW/m2]
,,,,
Mass rate - fuel,2395.0,0.0,69.0,[kg]
Mass rate - specimen,1483.0,0.0,0.0,[kg]
Mass rate - ventilation in,46590.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,174370.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,835.0,1200.0,[deg C]
Temperature - lining,-,233.0,484.0,[deg C]
Temperature - specimen,-,419.0,987.0,[deg C]
,,,,
Time - temperature deviation,32.0,-,-,[min]
Time - ventilation controlled,103.9,-,-,[min]
,,,,
Length - charring,85.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
