VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,141056236.0,19590.0,3199485.0,[kJ]
Heat rate - burner,124428540.0,17281.0,3199485.0,[kJ]
Heat rate - specimen comb.,16627696.0,2309.0,2700.0,[kJ]
Heat rate - vent.,-65471718.0,-9093.0,736077.0,[kJ]
Heat rate - lining,-6398543.0,-889.0,1422.0,[kJ]
Heat rate - specimen,-673864.0,-94.0,167.0,[kJ]
Heat rate - intern. gas,-68344389.0,-9492.0,2989488.0,[kJ]
Heat rate - window,-167721.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,2679.0,0.0,69.0,[kg]
Mass rate - specimen,875.0,0.0,0.0,[kg]
Mass rate - ventilation in,51780.0,7.0,1147.0,[kg]
Mass rate - ventilation ou,175741.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,725706.0,101.0,210.0,[‰ vol.]
