VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,30857224.0,4285.0,635116.0,[kJ]
Heat rate - burner,20656113.0,2869.0,635116.0,[kJ]
Heat rate - specimen comb.,10201111.0,1417.0,2970.0,[kJ]
Heat rate - vent.,-15468658.0,-2148.0,146123.0,[kJ]
Heat rate - lining,-2480835.0,-345.0,715.0,[kJ]
Heat rate - specimen,-501304.0,-70.0,188.0,[kJ]
Heat rate - intern. gas,-14713507.0,-2043.0,593399.0,[kJ]
Heat rate - window,-92529.0,-13.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,2293177.0,318.0,1502.0,[kW/m2]
Heat flux - average,988071.0,137.0,554.0,[kW/m2]
,,,,
Mass rate - fuel,445.0,0.0,14.0,[kg]
Mass rate - specimen,537.0,0.0,0.0,[kg]
Mass rate - ventilation in,11511.0,2.0,229.0,[kg]
Mass rate - ventilation ou,37172.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,385.0,1200.0,[deg C]
Temperature - lining,-,-18.0,382.0,[deg C]
Temperature - specimen,-,89.0,987.0,[deg C]
,,,,
Time - temperature deviation,83.6,-,-,[min]
Time - ventilation controlled,60.2,-,-,[min]
,,,,
Length - charring,53.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
