VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,225651716.0,31339.0,5080633.0,[kJ]
Heat rate - burner,225651716.0,31339.0,5080633.0,[kJ]
Heat rate - specimen comb.,0.0,0.0,0.0,[kJ]
Heat rate - vent.,-108454514.0,-15062.0,1168853.0,[kJ]
Heat rate - lining,-8580421.0,-1192.0,1907.0,[kJ]
Heat rate - specimen,0.0,0.0,0.0,[kJ]
Heat rate - intern. gas,-108448172.0,-15061.0,4747196.0,[kJ]
Heat rate - window,-168610.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,4858.0,1.0,109.0,[kg]
Mass rate - specimen,0.0,0.0,0.0,[kg]
Mass rate - ventilation in,88045.0,12.0,1821.0,[kg]
Mass rate - ventilation ou,283233.0,39.0,61977.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,-273.0,25.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,0.0,-,-,[min]
,,,,
Length - charring,0.0,0.0,0.0,[mm]
Content - O2,748946.0,104.0,210.0,[‰ vol.]
