VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,50582915.0,7025.0,948027.0,[kJ]
Heat rate - burner,38016356.0,5280.0,948027.0,[kJ]
Heat rate - specimen comb.,12566559.0,1745.0,2053.0,[kJ]
Heat rate - vent.,-25463111.0,-3536.0,218110.0,[kJ]
Heat rate - lining,-4167633.0,-579.0,926.0,[kJ]
Heat rate - specimen,-518357.0,-72.0,129.0,[kJ]
Heat rate - intern. gas,-20268545.0,-2815.0,885774.0,[kJ]
Heat rate - window,-165268.0,-23.0,34.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,818.0,0.0,20.0,[kg]
Mass rate - specimen,661.0,0.0,0.0,[kg]
Mass rate - ventilation in,20820.0,3.0,341.0,[kg]
Mass rate - ventilation ou,58044.0,8.0,11565.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,91.0,0.0,0.0,[mm]
Content - O2,708316.0,98.0,210.0,[‰ vol.]
