VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,27880618.0,3872.0,635116.0,[kJ]
Heat rate - burner,17797053.0,2472.0,635116.0,[kJ]
Heat rate - specimen comb.,10083564.0,1400.0,4612.0,[kJ]
Heat rate - vent.,-12980200.0,-1803.0,146123.0,[kJ]
Heat rate - lining,-1572347.0,-218.0,663.0,[kJ]
Heat rate - specimen,-591187.0,-82.0,293.0,[kJ]
Heat rate - intern. gas,-14717593.0,-2044.0,593399.0,[kJ]
Heat rate - window,-56242.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1418028.0,197.0,1502.0,[kW/m2]
Heat flux - average,547125.0,76.0,513.0,[kW/m2]
,,,,
Mass rate - fuel,383.0,0.0,14.0,[kg]
Mass rate - specimen,531.0,0.0,0.0,[kg]
Mass rate - ventilation in,9091.0,1.0,229.0,[kg]
Mass rate - ventilation ou,34739.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,150.0,1200.0,[deg C]
Temperature - lining,-,-130.0,264.0,[deg C]
Temperature - specimen,-,-78.0,980.0,[deg C]
,,,,
Time - temperature deviation,105.6,-,-,[min]
Time - ventilation controlled,37.0,-,-,[min]
,,,,
Length - charring,35.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
