VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,88546296.0,12297.0,1851574.0,[kJ]
Heat rate - burner,76848999.0,10673.0,1851574.0,[kJ]
Heat rate - specimen comb.,11697297.0,1625.0,1897.0,[kJ]
Heat rate - vent.,-42892636.0,-5957.0,425979.0,[kJ]
Heat rate - lining,-5454696.0,-758.0,1212.0,[kJ]
Heat rate - specimen,-475161.0,-66.0,118.0,[kJ]
Heat rate - intern. gas,-39556808.0,-5494.0,1730028.0,[kJ]
Heat rate - window,-166994.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1654.0,0.0,40.0,[kg]
Mass rate - specimen,616.0,0.0,0.0,[kg]
Mass rate - ventilation in,34733.0,5.0,664.0,[kg]
Mass rate - ventilation ou,106607.0,15.0,22587.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,723483.0,100.0,210.0,[‰ vol.]
