VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,64688886.0,8984.0,1349809.0,[kJ]
Heat rate - burner,46593856.0,6471.0,1349809.0,[kJ]
Heat rate - specimen comb.,18095031.0,2513.0,3393.0,[kJ]
Heat rate - vent.,-31605281.0,-4389.0,310544.0,[kJ]
Heat rate - lining,-4234465.0,-588.0,956.0,[kJ]
Heat rate - specimen,-805570.0,-112.0,212.0,[kJ]
Heat rate - intern. gas,-31265752.0,-4342.0,1261190.0,[kJ]
Heat rate - window,-154695.0,-21.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,3751116.0,521.0,1502.0,[kW/m2]
Heat flux - average,1910452.0,265.0,587.0,[kW/m2]
,,,,
Mass rate - fuel,1003.0,0.0,29.0,[kg]
Mass rate - specimen,952.0,0.0,0.0,[kg]
Mass rate - ventilation in,23074.0,3.0,485.0,[kg]
Mass rate - ventilation ou,77386.0,11.0,16466.0,[kg]
,,,,
Temperature - furnace,-,776.0,1200.0,[deg C]
Temperature - lining,-,198.0,478.0,[deg C]
Temperature - specimen,-,376.0,989.0,[deg C]
,,,,
Time - temperature deviation,41.5,-,-,[min]
Time - ventilation controlled,98.1,-,-,[min]
,,,,
Length - charring,80.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
