VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,108977668.0,15135.0,2464429.0,[kJ]
Heat rate - burner,88170187.0,12245.0,2464429.0,[kJ]
Heat rate - specimen comb.,20807481.0,2890.0,3417.0,[kJ]
Heat rate - vent.,-49759711.0,-6911.0,566971.0,[kJ]
Heat rate - lining,-5528243.0,-768.0,1229.0,[kJ]
Heat rate - specimen,-855289.0,-119.0,212.0,[kJ]
Heat rate - intern. gas,-52667362.0,-7314.0,2302667.0,[kJ]
Heat rate - window,-167063.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1898.0,0.0,53.0,[kg]
Mass rate - specimen,1095.0,0.0,0.0,[kg]
Mass rate - ventilation in,38789.0,5.0,884.0,[kg]
Mass rate - ventilation ou,134772.0,19.0,30063.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,91.0,0.0,0.0,[mm]
Content - O2,711501.0,99.0,210.0,[‰ vol.]
