VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,172597611.0,23970.0,4067847.0,[kJ]
Heat rate - burner,140694116.0,19539.0,4067847.0,[kJ]
Heat rate - specimen comb.,31903495.0,4431.0,5848.0,[kJ]
Heat rate - vent.,-80646856.0,-11200.0,935853.0,[kJ]
Heat rate - lining,-5812200.0,-807.0,1310.0,[kJ]
Heat rate - specimen,-1380060.0,-192.0,363.0,[kJ]
Heat rate - intern. gas,-94109478.0,-13070.0,3800870.0,[kJ]
Heat rate - window,-156560.0,-22.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3732741.0,518.0,1501.0,[kW/m2]
Heat flux - average,1938156.0,269.0,577.0,[kW/m2]
,,,,
Mass rate - fuel,3029.0,0.0,88.0,[kg]
Mass rate - specimen,1679.0,0.0,0.0,[kg]
Mass rate - ventilation in,56872.0,8.0,1458.0,[kg]
Mass rate - ventilation ou,219077.0,30.0,49622.0,[kg]
,,,,
Temperature - furnace,-,788.0,1200.0,[deg C]
Temperature - lining,-,206.0,477.0,[deg C]
Temperature - specimen,-,383.0,987.0,[deg C]
,,,,
Time - temperature deviation,36.5,-,-,[min]
Time - ventilation controlled,99.5,-,-,[min]
,,,,
Length - charring,82.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
