VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,57768864.0,8023.0,1349809.0,[kJ]
Heat rate - burner,43123500.0,5989.0,1349809.0,[kJ]
Heat rate - specimen comb.,14645364.0,2034.0,4312.0,[kJ]
Heat rate - vent.,-27493464.0,-3818.0,310544.0,[kJ]
Heat rate - lining,-3017521.0,-419.0,883.0,[kJ]
Heat rate - specimen,-706628.0,-98.0,270.0,[kJ]
Heat rate - intern. gas,-31242883.0,-4339.0,1261190.0,[kJ]
Heat rate - window,-90251.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2191436.0,304.0,1502.0,[kW/m2]
Heat flux - average,951804.0,132.0,535.0,[kW/m2]
,,,,
Mass rate - fuel,928.0,0.0,29.0,[kg]
Mass rate - specimen,771.0,0.0,0.0,[kg]
Mass rate - ventilation in,19516.0,3.0,485.0,[kg]
Mass rate - ventilation ou,73593.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,374.0,1200.0,[deg C]
Temperature - lining,-,-22.0,376.0,[deg C]
Temperature - specimen,-,79.0,985.0,[deg C]
,,,,
Time - temperature deviation,81.8,-,-,[min]
Time - ventilation controlled,59.5,-,-,[min]
,,,,
Length - charring,52.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
