VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53979409.0,7497.0,1349807.0,[kJ]
Heat rate - burner,37569875.0,5218.0,1349807.0,[kJ]
Heat rate - specimen comb.,16409534.0,2279.0,7468.0,[kJ]
Heat rate - vent.,-24332051.0,-3379.0,310544.0,[kJ]
Heat rate - lining,-1732148.0,-241.0,724.0,[kJ]
Heat rate - specimen,-939228.0,-130.0,463.0,[kJ]
Heat rate - intern. gas,-31249277.0,-4340.0,1261190.0,[kJ]
Heat rate - window,-57030.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1424752.0,198.0,1502.0,[kW/m2]
Heat flux - average,549876.0,76.0,509.0,[kW/m2]
,,,,
Mass rate - fuel,809.0,0.0,29.0,[kg]
Mass rate - specimen,864.0,0.0,0.0,[kg]
Mass rate - ventilation in,16209.0,2.0,485.0,[kg]
Mass rate - ventilation ou,70391.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,155.0,1200.0,[deg C]
Temperature - lining,-,-128.0,266.0,[deg C]
Temperature - specimen,-,-75.0,980.0,[deg C]
,,,,
Time - temperature deviation,103.9,-,-,[min]
Time - ventilation controlled,37.5,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
