VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53743966.0,7464.0,1349807.0,[kJ]
Heat rate - burner,38879151.0,5400.0,1349807.0,[kJ]
Heat rate - specimen comb.,14864815.0,2064.0,6655.0,[kJ]
Heat rate - vent.,-24723332.0,-3434.0,310544.0,[kJ]
Heat rate - lining,-1955281.0,-272.0,801.0,[kJ]
Heat rate - specimen,-829653.0,-115.0,405.0,[kJ]
Heat rate - intern. gas,-31236085.0,-4338.0,1261190.0,[kJ]
Heat rate - window,-58436.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1442614.0,200.0,1501.0,[kW/m2]
Heat flux - average,558795.0,78.0,502.0,[kW/m2]
,,,,
Mass rate - fuel,837.0,0.0,29.0,[kg]
Mass rate - specimen,782.0,0.0,0.0,[kg]
Mass rate - ventilation in,16755.0,2.0,485.0,[kg]
Mass rate - ventilation ou,70837.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,166.0,1200.0,[deg C]
Temperature - lining,-,-122.0,272.0,[deg C]
Temperature - specimen,-,-68.0,979.0,[deg C]
,,,,
Time - temperature deviation,101.0,-,-,[min]
Time - ventilation controlled,38.8,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
