VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,91765663.0,12744.0,1851575.0,[kJ]
Heat rate - burner,86372589.0,11995.0,1851575.0,[kJ]
Heat rate - specimen comb.,5393075.0,749.0,863.0,[kJ]
Heat rate - vent.,-46020836.0,-6391.0,425979.0,[kJ]
Heat rate - lining,-5822429.0,-809.0,1294.0,[kJ]
Heat rate - specimen,-215982.0,-30.0,54.0,[kJ]
Heat rate - intern. gas,-39539101.0,-5491.0,1730028.0,[kJ]
Heat rate - window,-167316.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1859.0,0.0,40.0,[kg]
Mass rate - specimen,284.0,0.0,0.0,[kg]
Mass rate - ventilation in,38145.0,5.0,664.0,[kg]
Mass rate - ventilation ou,109622.0,15.0,22587.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,93.0,0.0,0.0,[mm]
Content - O2,737610.0,102.0,210.0,[‰ vol.]
