VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,27706373.0,3848.0,635116.0,[kJ]
Heat rate - burner,18407676.0,2556.0,635116.0,[kJ]
Heat rate - specimen comb.,9298697.0,1291.0,4247.0,[kJ]
Heat rate - vent.,-13162361.0,-1828.0,146123.0,[kJ]
Heat rate - lining,-1687246.0,-234.0,703.0,[kJ]
Heat rate - specimen,-533398.0,-74.0,263.0,[kJ]
Heat rate - intern. gas,-14709280.0,-2043.0,593399.0,[kJ]
Heat rate - window,-57049.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1427131.0,198.0,1501.0,[kW/m2]
Heat flux - average,551019.0,77.0,508.0,[kW/m2]
,,,,
Mass rate - fuel,396.0,0.0,14.0,[kg]
Mass rate - specimen,489.0,0.0,0.0,[kg]
Mass rate - ventilation in,9357.0,1.0,229.0,[kg]
Mass rate - ventilation ou,34953.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,157.0,1200.0,[deg C]
Temperature - lining,-,-127.0,267.0,[deg C]
Temperature - specimen,-,-74.0,979.0,[deg C]
,,,,
Time - temperature deviation,103.4,-,-,[min]
Time - ventilation controlled,37.8,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
