VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,27804865.0,3862.0,635116.0,[kJ]
Heat rate - burner,19301699.0,2681.0,635116.0,[kJ]
Heat rate - specimen comb.,8503166.0,1181.0,3676.0,[kJ]
Heat rate - vent.,-13544304.0,-1881.0,146123.0,[kJ]
Heat rate - lining,-1865759.0,-259.0,744.0,[kJ]
Heat rate - specimen,-467323.0,-65.0,225.0,[kJ]
Heat rate - intern. gas,-14704130.0,-2042.0,593399.0,[kJ]
Heat rate - window,-59613.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1470269.0,204.0,1501.0,[kW/m2]
Heat flux - average,574714.0,80.0,494.0,[kW/m2]
,,,,
Mass rate - fuel,416.0,0.0,14.0,[kg]
Mass rate - specimen,448.0,0.0,0.0,[kg]
Mass rate - ventilation in,9845.0,1.0,229.0,[kg]
Mass rate - ventilation ou,35390.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,181.0,1200.0,[deg C]
Temperature - lining,-,-115.0,280.0,[deg C]
Temperature - specimen,-,-59.0,979.0,[deg C]
,,,,
Time - temperature deviation,97.6,-,-,[min]
Time - ventilation controlled,40.6,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
