VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,245107342.0,34040.0,6248936.0,[kJ]
Heat rate - burner,203337517.0,28239.0,6248936.0,[kJ]
Heat rate - specimen comb.,41769826.0,5801.0,10652.0,[kJ]
Heat rate - vent.,-113180359.0,-15718.0,1437633.0,[kJ]
Heat rate - lining,-4413449.0,-613.0,1205.0,[kJ]
Heat rate - specimen,-1877453.0,-261.0,660.0,[kJ]
Heat rate - intern. gas,-144500597.0,-20068.0,5838843.0,[kJ]
Heat rate - window,-104027.0,-14.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2468666.0,343.0,1502.0,[kW/m2]
Heat flux - average,1141821.0,159.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,4378.0,1.0,135.0,[kg]
Mass rate - specimen,2198.0,0.0,1.0,[kg]
Mass rate - ventilation in,77502.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,326187.0,45.0,76228.0,[kg]
,,,,
Temperature - furnace,-,470.0,1200.0,[deg C]
Temperature - lining,-,29.0,405.0,[deg C]
Temperature - specimen,-,145.0,985.0,[deg C]
,,,,
Time - temperature deviation,70.2,-,-,[min]
Time - ventilation controlled,69.3,-,-,[min]
,,,,
Length - charring,60.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
