VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53867231.0,7481.0,1349807.0,[kJ]
Heat rate - burner,37989270.0,5276.0,1349807.0,[kJ]
Heat rate - specimen comb.,15877961.0,2205.0,7212.0,[kJ]
Heat rate - vent.,-24449603.0,-3396.0,310544.0,[kJ]
Heat rate - lining,-1803929.0,-251.0,750.0,[kJ]
Heat rate - specimen,-902143.0,-125.0,444.0,[kJ]
Heat rate - intern. gas,-31244659.0,-4339.0,1261190.0,[kJ]
Heat rate - window,-57412.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1428884.0,198.0,1502.0,[kW/m2]
Heat flux - average,551762.0,77.0,507.0,[kW/m2]
,,,,
Mass rate - fuel,818.0,0.0,29.0,[kg]
Mass rate - specimen,836.0,0.0,0.0,[kg]
Mass rate - ventilation in,16378.0,2.0,485.0,[kg]
Mass rate - ventilation ou,70525.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,158.0,1200.0,[deg C]
Temperature - lining,-,-126.0,268.0,[deg C]
Temperature - specimen,-,-73.0,980.0,[deg C]
,,,,
Time - temperature deviation,103.2,-,-,[min]
Time - ventilation controlled,37.9,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
