VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,130327588.0,18100.0,3199483.0,[kJ]
Heat rate - burner,105009848.0,14584.0,3199483.0,[kJ]
Heat rate - specimen comb.,25317739.0,3516.0,6418.0,[kJ]
Heat rate - vent.,-60790096.0,-8442.0,736077.0,[kJ]
Heat rate - lining,-4151341.0,-577.0,1128.0,[kJ]
Heat rate - specimen,-1143774.0,-159.0,399.0,[kJ]
Heat rate - intern. gas,-74013034.0,-10279.0,2989488.0,[kJ]
Heat rate - window,-104894.0,-15.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2493111.0,346.0,1502.0,[kW/m2]
Heat flux - average,1159009.0,161.0,527.0,[kW/m2]
,,,,
Mass rate - fuel,2261.0,0.0,69.0,[kg]
Mass rate - specimen,1333.0,0.0,0.0,[kg]
Mass rate - ventilation in,42323.0,6.0,1147.0,[kg]
Mass rate - ventilation ou,169903.0,24.0,39029.0,[kg]
,,,,
Temperature - furnace,-,478.0,1200.0,[deg C]
Temperature - lining,-,34.0,408.0,[deg C]
Temperature - specimen,-,151.0,985.0,[deg C]
,,,,
Time - temperature deviation,69.1,-,-,[min]
Time - ventilation controlled,70.1,-,-,[min]
,,,,
Length - charring,61.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
